DateAndTime;Line;ID;Carrier;BarCode1;BarCode2;BarCode3;BarCode4;LotNum
2023-11-22 09:01:26.113;2;2613003;USPS;4203312292748903338851000020747022;;;;7
2023-11-22 09:01:36.113;2;2613004;USPS;420331229212490344496736681433;;;;7
2023-11-22 09:01:47.113;2;2613005;USPS;4203312292612903338851000020297095;;;;7
2023-11-22 09:01:53.113;2;2613006;USPS;420331229212490307971256567027;;;;7
2023-11-22 09:02:14.113;2;2613007;USPS;4203312692748927005303010275612142;92748927005303010275612142;;;7
2023-11-22 09:02:23.113;2;2613008;USPS;4203312292612903338851000020778235;;;;7
2023-11-22 09:02:28.113;2;2613009;USPS;4203312292748903338851000020664855;;;;7
2023-11-22 09:02:33.113;2;2613010;USPS;420331229205590341364130628555;;;;7
2023-11-22 09:02:47.117;2;2613011;USPS;4203312292748903338851000020129088;;;;7
2023-11-22 09:02:52.117;2;2613012;USPS;420331229505514674773321018729;;;;7
2023-11-22 09:03:03.117;2;2613013;USPS;4203312292612903338851000020125671;;;;7
2023-11-22 09:03:09.133;2;2613014;USPS;4203312292748903338851000019994192;;;;7
2023-11-22 09:03:14.133;2;2613015;USPS;4203312292748903338851000020410896;;;;7
2023-11-22 09:03:22.133;2;2613016;USPS;4203312292748903338851000020568610;;;;7
2023-11-22 09:03:25.133;2;2613017;USPS;4203312292612903338851000020412801;;;;7
2023-11-22 09:03:35.133;2;2613018;USPS;LE144363491FR;;;;7
2023-11-22 09:03:46.133;2;2613019;USPS;420331229334620111470014435648;;;;7
2023-11-22 09:03:59.133;2;2613020;USPS;4203312292612903338851000020344034;;;;7
2023-11-22 09:04:04.150;2;2613021;USPS;4203312292612927005455000476773298;;;;7
2023-11-22 09:04:14.167;2;2613022;USPS;NO READ;;;;7
2023-11-22 09:04:19.167;2;2613023;USPS;NO READ;;;;7
2023-11-22 09:04:21.167;2;2613024;USPS;NO READ;;;;7
2023-11-22 09:04:26.167;2;2613025;USPS;NO READ;;;;7
2023-11-22 09:04:30.167;2;2613026;USPS;4203312292748903338851000020390068;;;;7
2023-11-21 16:49:31.330;1;12247954;USPS;NO READ;;;;4
2023-11-21 16:49:39.330;1;12247955;USPS;NO READ;;;;4
2023-11-21 16:49:59.330;1;12247956;USPS;NO READ;;;;4
2023-11-21 16:50:05.330;1;12247957;USPS;NO READ;;;;4
2023-11-21 16:50:22.377;1;12247958;USPS;NO READ;;;;4
2023-11-21 16:51:19.377;1;12247959;USPS;NO READ;;;;4
2023-11-21 16:51:48.377;1;12247960;USPS;NO READ;;;;4
2023-11-21 16:52:24.393;1;12247961;USPS;NO READ;;;;4
2023-11-22 09:04:35.167;2;2613027;USPS;4203312292612903338851000020471532;;;;7
2023-11-22 09:04:56.167;2;2613028;USPS;4203312200029405508205499488190286;;;;7
2023-11-22 09:05:01.167;2;2613029;USPS;4203312292612903396156000018384051;;;;7
2023-11-22 09:05:06.167;2;2613030;USPS;4203312292612903338851000020002453;;;;7
2023-11-22 09:05:11.167;2;2613031;USPS;M010000000002903066;420331229434611106071805556372;;;7
2023-11-22 09:05:17.167;2;2613032;USPS;420331229212490307971256685981;;;;7
2023-11-22 09:05:35.183;2;2613033;USPS;420331229212490307971255829751;369881037830001;;;7
2023-11-22 09:06:09.187;2;2613034;USPS;420331229212490344496736279500;;;;7
2023-11-22 09:06:16.187;2;2613035;USPS;4203312292612903338851000020455723;;;;7
2023-11-22 09:06:22.187;2;2613036;USPS;4203312292612927005455000477577130;;;;7
2023-11-22 09:06:26.187;2;2613037;USPS;4203312292748903338851000020229993;;;;7
2023-11-22 09:06:31.187;2;2613038;USPS;NO READ;;;;7
2023-11-22 09:06:36.187;2;2613039;USPS;4203312292748903338851000019958378;;;;7
2023-11-22 09:06:47.187;2;2613040;USPS;420331229212490344496735547587;;;;7
2023-11-22 09:06:58.187;2;2613041;USPS;4203312292612903338851000020160283;;;;7
2023-11-22 09:07:04.187;2;2613042;USPS;172632826120001;420331229212490344496736418497;XV72311110000115;;7
2023-11-22 09:07:09.187;2;2613043;USPS;420331229434616901343773959304;;;;7
2023-11-22 09:07:16.187;2;2613044;USPS;420331229212490344496735701828;;;;7
2023-11-22 09:07:28.187;2;2613045;USPS;UQ105123097AZ;;;;7
2023-11-22 09:07:38.187;2;2613046;USPS;4203312293001109246000000187872352;;;;7
2023-11-22 09:07:45.190;2;2613047;USPS;4203312292612927005455000476420246;;;;7
2023-11-22 09:07:52.190;2;2613048;USPS;4203312292748903338851000020445737;;;;7
2023-11-22 09:07:56.190;2;2613049;USPS;4203319892748903338851000020291532;;;;7
2023-11-22 09:08:02.190;2;2613050;USPS;UQ522223768GB;;;;7
2023-11-22 09:08:08.190;2;2613051;USPS;420331229200190347678700126718;;;;7
2023-11-22 09:08:15.190;2;2613052;USPS;4203312292748903338851000020432386;;;;7
2023-11-22 09:08:19.190;2;2613053;USPS;NO READ;;;;7
2023-11-22 09:08:23.190;2;2613054;USPS;4203312292748903338851000019204437;;;;7
2023-11-22 09:08:30.190;2;2613055;USPS;420331229400111206238278898560;;;;7
2023-11-22 09:08:57.190;2;2613056;USPS;4203312292748903338851000020375478;;;;7
2023-11-22 09:09:01.190;2;2613057;USPS;4203312292748927005455000477716115;;;;7
2023-11-22 09:09:04.193;2;2613058;USPS;4203312292748927005455000477520910;;;;7
2023-11-22 09:10:01.240;2;2613059;USPS;420331229200190289718703656021;;;;7
2023-11-22 09:10:12.243;2;2613060;USPS;NO READ;;;;7
2023-11-22 09:10:17.243;2;2613061;USPS;NO READ;;;;7
2023-11-22 09:10:27.243;2;2613062;USPS;420331229261292700466068378712;00006675280766609420;;;7
2023-11-22 09:10:39.243;2;2613063;USPS;4203312292001901755477300462389084;;;;7
2023-11-22 09:10:45.243;2;2613064;USPS;420331229400111206216514669419;;;;7
2023-11-22 09:10:51.243;2;2613065;USPS;4203312292748927005455000472765606;;;;7
2023-11-22 09:10:54.243;2;2613066;USPS;420331229241990161060509554321;;;;7
2023-11-22 09:10:57.243;2;2613067;USPS;NO READ;;;;7
2023-11-22 09:11:00.243;2;2613068;USPS;4203312292612903338851000020293011;;;;7
2023-11-22 09:11:07.247;2;2613069;USPS;420331229274890326142700935119;;;;7
2023-11-22 09:11:21.260;2;2613070;USPS;4203316692748903338851000020244903;;;;7
2023-11-22 09:11:28.263;2;2613071;USPS;NO READ;;;;7
2023-11-22 09:11:32.263;2;2613072;USPS;NO READ;;;;7
2023-11-22 09:11:37.263;2;2613073;USPS;420331229400136105155627400760;;;;7
2023-11-22 09:11:39.263;2;2613074;USPS;420331229274890326142700935119;;;;7
2023-11-22 09:20:22.367;2;2613075;USPS;4203312292612903029846543403893415;;;;7
2023-11-22 09:20:38.367;2;2613076;USPS;4203312200029400108205498354609737;;;;7
2023-11-22 09:20:44.367;2;2613077;USPS;420331229274890158646004234608;JM1;00023082401003037933;;7
2023-11-22 09:20:49.367;2;2613078;USPS;420331229200190347678700494022;;;;7
2023-11-22 09:20:52.367;2;2613079;USPS;420331229200190288589474546900;;;;7
2023-11-22 09:20:55.367;2;2613080;USPS;420331229261290189160129047539;00023078531019969090;;;7
2023-11-22 09:20:59.367;2;2613081;USPS;4203312292346903407724510147675255;;;;7
2023-11-22 09:21:03.367;2;2613082;USPS;4203312292748903032246543480803200;;;;7
2023-11-22 09:21:07.367;2;2613083;USPS;00005555550219204503;;;;7
2023-11-22 09:21:13.367;2;2613084;USPS;4203312292748903032246543480824533;;;;7
2023-11-22 09:21:16.367;2;2613085;USPS;NO READ;;;;7
2023-11-22 09:21:20.367;2;2613086;USPS;NO READ;;;;7
2023-11-22 09:21:24.370;2;2613087;USPS;NO READ;;;;7
2023-11-22 09:21:30.370;2;2613088;USPS;NO READ;;;;7
2023-11-22 09:21:37.370;2;2613089;USPS;NO READ;;;;7
2023-11-22 09:21:41.370;2;2613090;USPS;4203312292748926998501543408221899;;;;7
2023-11-22 09:21:45.370;2;2613091;USPS;4203312292748902410401000526544067;;;;7
2023-11-22 09:21:49.370;2;2613092;USPS;420331229400111206204882655110;;;;7
2023-11-22 09:21:52.370;2;2613093;USPS;00004200047010282060;1GC4LBR;4203312292748909841038583678424287;;7
2023-11-22 09:21:55.370;2;2613094;USPS;4203312292748903032246543480807185;;;;7
2023-11-22 09:21:58.370;2;2613095;USPS;4203312292748903032246543480836390;;;;7
2023-11-22 09:22:01.370;2;2613096;USPS;4203312292748903032246543405541811;;;;7
2023-11-22 09:22:04.370;2;2613097;USPS;4203312292748903032246543405606718;;;;7
2023-11-22 09:22:07.370;2;2613098;USPS;NO READ;;;;7
2023-11-22 09:22:13.370;2;2613099;USPS;420331229200190347678700420618;;;;7
2023-11-22 09:22:18.370;2;2613100;USPS;420331229200190347678700402225;;;;7
2023-11-22 09:22:27.370;2;2613101;USPS;4203312292419902711743543401746038;;;;7
2023-11-22 09:22:36.370;2;2613102;USPS;4203312292748903032246543480868629;;;;7
2023-11-22 09:22:43.370;2;2613103;USPS;420331229200190347678700385917;;;;7
2023-11-22 09:22:50.370;2;2613104;USPS;NO READ;;;;7
2023-11-22 09:22:54.370;2;2613105;USPS;4203312292748902410411000526562761;;;;7
2023-11-22 09:22:58.370;2;2613106;USPS;420331229200190347678700385917;;;;7
2023-11-22 09:23:04.370;2;2613107;USPS;NO READ;;;;7
2023-11-22 09:23:08.373;2;2613108;USPS;4203312292748903032246543405588212;;;;7
2023-11-22 09:23:12.387;2;2613109;USPS;4203312292748903338851000020753146;;;;7
2023-11-22 09:23:20.387;2;2613110;USPS;4203312292748903032246543480850686;;;;7
2023-11-22 09:23:25.387;2;2613111;USPS;CUTS00001001164896;4203312292612909840739543487506887;;;7
2023-11-22 09:23:30.387;2;2613112;USPS;4203312292612927005455000479226555;;;;7
2023-11-22 09:23:36.387;2;2613113;USPS;118176661;;;;7
2023-11-22 09:23:42.387;2;2613114;USPS;4203312200029400108205499495886612;;;;7
2023-11-22 09:23:46.390;2;2613115;USPS;00004200162207138057;4203312292612999936556065370172426;;;7
2023-11-22 09:23:50.390;2;2613116;USPS;420331229212490307971257012069;;;;7
2023-11-22 09:23:53.403;2;2613117;USPS;4203312292748903032246543405591465;;;;7
2023-11-22 09:23:56.403;2;2613118;USPS;4203312292612902712387543401739115;;;;7
2023-11-22 09:24:02.403;2;2613119;USPS;420331229212490344496736613212;;;;7
2023-11-22 09:24:07.403;2;2613120;USPS;4203312292748903032246543405550929;;;;7
2023-11-22 09:24:11.407;2;2613121;USPS;4203312292748903032246543480858118;;;;7
2023-11-22 09:24:14.437;2;2613122;USPS;4203312292748902410401000526453222;;;;7
2023-11-22 09:24:19.437;2;2613123;USPS;4203312292748903032246543405516888;;;;7
2023-11-22 09:24:22.437;2;2613124;USPS;4203312292748903029846543479020162;;;;7
2023-11-22 09:24:26.437;2;2613125;USPS;45236045350000;420331229205590161987400003829;806000;;7
2023-11-22 09:24:38.437;2;2613126;USPS;4203312292748902410411000526802287;;;;7
2023-11-22 09:24:45.437;2;2613127;USPS;4203312292748903032246543405557980;;;;7
2023-11-22 09:24:48.437;2;2613128;USPS;420331229200190347678700380721;;;;7
2023-11-22 09:24:51.437;2;2613129;USPS;4203312292748903032246543480827077;;;;7
2023-11-22 09:24:57.437;2;2613130;USPS;4203312292748902410411000526805738;;;;7
2023-11-22 09:25:02.437;2;2613131;USPS;NO READ;;;;7
2023-11-22 09:25:05.440;2;2613132;USPS;4203312292612903029632257130019411;;;;7
2023-11-22 09:25:11.440;2;2613133;USPS;NO READ;;;;7
2023-11-22 09:25:14.440;2;2613134;USPS;NO READ;;;;7
2023-11-22 09:25:17.440;2;2613135;USPS;4203312200029405508205498332524819;;;;7
2023-11-22 09:25:23.487;2;2613136;USPS;ES1002536117223;;;;7
2023-11-22 09:25:26.503;2;2613137;USPS;420331229405511206216992307233;;;;7
2023-11-22 09:25:29.503;2;2613138;USPS;4203312292748903032246543405515737;;;;7
2023-11-22 09:25:32.503;2;2613139;USPS;4203312292748903032246543405532895;;;;7
2023-11-22 09:25:35.503;2;2613140;USPS;4203312292748903029635573005660193;;;;7
2023-11-22 09:25:41.503;2;2613141;USPS;4203312292748903032246543480828647;;;;7
2023-11-22 09:25:46.503;2;2613142;USPS;NO READ;;;;7
2023-11-22 09:25:50.503;2;2613143;USPS;4203312292748903032246543405606473;;;;7
2023-11-22 09:25:54.503;2;2613144;USPS;4203312292748903032246543405571009;;;;7
2023-11-22 09:25:58.503;2;2613145;USPS;NO READ;;;;7
2023-11-22 09:26:01.503;2;2613146;USPS;4203312292419903029661573003607774;;;;7
2023-11-22 09:26:05.503;2;2613147;USPS;4203312292748903032246543480811540;;;;7
2023-11-22 09:26:20.503;2;2613148;USPS;420331229274890302943403707535;;;;7
2023-11-22 09:26:25.503;2;2613149;USPS;420331229274890278833866292140;;;;7
2023-11-22 09:26:28.503;2;2613150;USPS;4203312292748903338851000020703554;;;;7
2023-11-22 09:26:39.503;2;2613151;USPS;NO READ;;;;7
2023-11-22 09:26:43.503;2;2613152;USPS;4203312292748903032246543480764280;;;;7
2023-11-22 09:26:46.503;2;2613153;USPS;4203312292748903032246543480832477;;;;7
2023-11-22 09:26:52.503;2;2613154;USPS;4203312292748903032246543480858231;;;;7
2023-11-22 09:26:56.503;2;2613155;USPS;4203312292748902410401000522864640;;;;7
2023-11-22 09:26:59.503;2;2613156;USPS;4203312292748903032246543405586805;LJ32BBBBB;;;7
2023-11-22 09:27:05.503;2;2613157;USPS;4203312292419903029661573003586130;;;;7
2023-11-22 09:27:09.503;2;2613158;USPS;4203312292748903032246543480822836;;;;7
2023-11-22 09:27:13.503;2;2613159;USPS;4203319592748909841038583678419542;00004200047004427002;1GBGB6B;;7
2023-11-22 09:27:19.520;2;2613160;USPS;4203312292748903032246543405553876;;;;7
2023-11-22 09:27:24.520;2;2613161;USPS;4203312292612903338851000020293462;;;;7
2023-11-22 09:27:32.520;2;2613162;USPS;420331229274890316855405890340;;;;7
2023-11-22 09:27:39.520;2;2613163;USPS;4203312292748902410411000526904998;;;;7
2023-11-22 09:27:42.520;2;2613164;USPS;NO READ;;;;7
2023-11-22 09:27:47.520;2;2613165;USPS;NO READ;;;;7
2023-11-22 09:27:50.520;2;2613166;USPS;NO READ;;;;7
2023-11-22 09:27:55.520;2;2613167;USPS;420331229214490351600300795633;;;;7
2023-11-22 09:28:06.520;2;2613168;USPS;4203312292748903032434543400165961;;;;7
2023-11-22 09:28:08.523;2;2613169;USPS;4203312292748903032246543405561086;;;;7
2023-11-22 09:28:21.523;2;2613170;USPS;420331229405536105440512792253;;;;7
2023-11-22 09:28:25.507;2;2613171;USPS;420331229200190347678700516717;;;;7
2023-11-22 09:29:34.540;2;2613172;USPS;4203312292748902410411000528808638;;;;7
2023-11-22 09:29:39.540;2;2613173;USPS;420331229274890302922917451387;;;;7
2023-11-22 09:29:43.540;2;2613174;USPS;4203312292748902410401000526620532;;;;7
2023-11-22 09:29:50.540;2;2613175;USPS;4203312292748903032337543475000592;;;;7
2023-11-22 09:29:58.540;2;2613176;USPS;4203312292748909900872543481776508;;;;7
2023-11-22 09:30:01.540;2;2613177;USPS;4203312292748903032246543480823567;;;;7
2023-11-22 09:30:11.540;2;2613178;USPS;NO READ;;;;7
2023-11-22 09:30:15.540;2;2613179;USPS;4203312292748903032065553002982549;;;;7
2023-11-22 09:30:19.540;2;2613180;USPS;4203312292748903338851000020491062;;;;7
2023-11-22 09:30:22.540;2;2613181;USPS;4203312292748927005455000483611275;;;;7
2023-11-22 09:30:28.540;2;2613182;USPS;4203312292748903032246543405561338;;;;7
2023-11-22 09:30:32.540;2;2613183;USPS;4203312292748903032246543405493882;;;;7
2023-11-22 09:30:39.543;2;2613184;USPS;4203312292748903032246543405600037;;;;7
2023-11-22 09:30:45.543;2;2613185;USPS;4203312292748903032246543405536060;;;;7
2023-11-22 09:30:51.543;2;2613186;USPS;420331229212490344496738638671;;;;7
2023-11-22 09:31:06.543;2;2613187;USPS;GM8010087-4457;420331229361211015300543733612;;;7
2023-11-22 09:31:16.543;2;2613188;USPS;4203312200029402108205498338134079;ZM1;;;7
2023-11-22 09:31:20.543;2;2613189;USPS;4203312292748999916797553037045303;;;;7
2023-11-22 09:31:35.543;2;2613190;USPS;NO READ;;;;7
2023-11-22 09:31:39.543;2;2613191;USPS;NO READ;;;;7
2023-11-22 09:31:41.543;2;2613192;USPS;NO READ;;;;7
2023-11-22 09:31:45.543;2;2613193;USPS;NO READ;;;;7
2023-11-22 09:31:48.543;2;2613194;USPS;NO READ;;;;7
2023-11-22 09:31:51.543;2;2613195;USPS;NO READ;;;;7
2023-11-22 09:31:56.543;2;2613196;USPS;4203312200029400108205499468777855;;;;7
2023-11-22 09:31:59.543;2;2613197;USPS;NO READ;;;;7
2023-11-22 09:32:03.543;2;2613198;USPS;NO READ;;;;7
2023-11-22 09:32:06.543;2;2613199;USPS;NO READ;;;;7
2023-11-22 09:32:10.543;2;2613200;USPS;NO READ;;;;7
2023-11-22 09:32:15.543;2;2613201;USPS;NO READ;;;;7
2023-11-22 09:32:20.547;2;2613202;USPS;NO READ;;;;7
2023-11-22 09:32:25.547;2;2613203;USPS;NO READ;;;;7
2023-11-22 09:32:29.547;2;2613204;USPS;NO READ;;;;7
2023-11-22 09:32:35.560;2;2613205;USPS;4203312292612903338851000020902616;;;;7
2023-11-22 09:32:40.560;2;2613206;USPS;4203312292748902410401000526574712;;;;7
2023-11-22 09:32:44.577;2;2613207;USPS;420331229212490307971257148430;;;;7
2023-11-22 09:32:51.593;2;2613208;USPS;420331229212490344496736693306;;;;7
2023-11-22 09:32:54.593;2;2613209;USPS;4203312200029400108205498341004187;;;;7
2023-11-22 09:33:00.593;2;2613210;USPS;4203312292748902410401000526721772;;;;7
2023-11-22 09:33:04.593;2;2613211;USPS;4203312292748902410411000526720680;;;;7
2023-11-22 09:33:07.593;2;2613212;USPS;NO READ;;;;7
2023-11-22 09:33:10.593;2;2613213;USPS;NO READ;;;;7
2023-11-22 09:33:14.593;2;2613214;USPS;4203312292748902410401000522869690;;;;7
2023-11-22 09:33:19.593;2;2613215;USPS;4203312292612902410401000526645133;;;;7
2023-11-22 09:33:25.593;2;2613216;USPS;4203312292419901035404553061435304;;;;7
2023-11-22 09:33:31.593;2;2613217;USPS;4203312200029434608205498343635282;;;;7
2023-11-22 09:33:37.593;2;2613218;USPS;NO READ;;;;7
2023-11-22 09:33:40.593;2;2613219;USPS;NO READ;;;;7
2023-11-22 09:33:43.593;2;2613220;USPS;NO READ;;;;7
2023-11-22 09:33:46.610;2;2613221;USPS;NO READ;;;;7
2023-11-22 09:33:50.610;2;2613222;USPS;NO READ;;;;7
2023-11-22 09:33:55.610;2;2613223;USPS;4203312292748902410411000526859267;;;;7
2023-11-22 09:34:00.610;2;2613224;USPS;NO READ;;;;7
2023-11-22 09:34:03.610;2;2613225;USPS;NO READ;;;;7
2023-11-22 09:34:07.610;2;2613226;USPS;4203312292748927005455000481128522;;;;7
2023-11-22 09:34:10.610;2;2613227;USPS;LL014091987FR;;;;7
2023-11-22 09:34:16.610;2;2613228;USPS;4203312292748903029846543479015946;;;;7
2023-11-22 09:34:23.613;2;2613229;USPS;420331229274890302943303581488;;;;7
2023-11-22 09:34:29.613;2;2613230;USPS;420331229400136105440566563783;;;;7
2023-11-22 09:34:35.613;2;2613231;USPS;4203312200029400108205498342931574;;;;7
2023-11-22 09:34:38.613;2;2613232;USPS;NO READ;;;;7
2023-11-22 09:34:42.613;2;2613233;USPS;420331229214490344496523469341;;;;7
2023-11-22 09:34:45.613;2;2613234;USPS;420331229200190341010179908253;;;;7
2023-11-22 09:34:52.613;2;2613235;USPS;4203312292612901042017065040013515;;;;7
2023-11-22 09:34:56.613;2;2613236;USPS;4203312292748902410401000526608721;;;;7
2023-11-22 09:35:02.613;2;2613237;USPS;4203312292748903338851000020591236;;;;7
2023-11-22 09:35:15.613;2;2613238;USPS;NO READ;;;;7
2023-11-22 09:35:19.613;2;2613239;USPS;NO READ;;;;7
2023-11-22 09:35:22.613;2;2613240;USPS;420331229214490344496523000834;;;;7
2023-11-22 09:35:30.613;2;2613241;USPS;NO READ;;;;7
2023-11-22 09:35:33.613;2;2613242;USPS;420331229300120111411151437247;;;;7
2023-11-22 09:35:38.613;2;2613243;USPS;420331229212490307971257345891;;;;7
2023-11-22 09:35:43.613;2;2613244;USPS;4203312292748903032246543480855018;;;;7
2023-11-22 09:35:47.613;2;2613245;USPS;420331229400136106028649969357;;;;7
2023-11-22 09:35:54.613;2;2613246;USPS;420331229214490344496523479975;;;;7
2023-11-22 09:35:58.617;2;2613247;USPS;4203312200029400108205498344980815;;;;7
2023-11-22 09:36:04.617;2;2613248;USPS;NO READ;;;;7
2023-11-22 09:36:08.617;2;2613249;USPS;420331229214490344496523565067;;;;7
2023-11-22 09:36:11.617;2;2613250;USPS;420331229300120111411135563566;;;;7
2023-11-22 09:36:16.617;2;2613251;USPS;4203312292612903338851000020705965;;;;7
2023-11-22 09:36:20.617;2;2613252;USPS;420331229400109105114052947091;;;;7
2023-11-22 09:36:29.617;2;2613253;USPS;C23111202414218;420331229212490307971257118631;;;7
2023-11-22 09:36:33.617;2;2613254;USPS;4203312293001105538520000092927443;;;;7
2023-11-22 09:36:39.617;2;2613255;USPS;NO READ;;;;7
2023-11-22 09:36:43.617;2;2613256;USPS;NO READ;;;;7
2023-11-22 09:36:47.617;2;2613257;USPS;4203312292748903032246543480813841;;;;7
2023-11-22 09:36:52.617;2;2613258;USPS;420331229305520111410843612057;;;;7
2023-11-22 09:37:03.617;2;2613259;USPS;4203312292748903032246543405591410;;;;7
2023-11-22 09:37:14.617;2;2613260;USPS;4203312292748903032246543480854479;;;;7
2023-11-22 09:37:24.617;2;2613261;USPS;4203312292612927005455000480802809;;;;7
2023-11-22 09:37:31.620;2;2613262;USPS;420331229214490344496523428836;;;;7
2023-11-22 09:37:37.620;2;2613263;USPS;4203312292748903032246543405580377;;;;7
2023-11-22 09:37:44.620;2;2613264;USPS;420331229212490307971257094201;;;;7
2023-11-22 09:37:47.620;2;2613265;USPS;4203312292748902410401000526603085;;;;7
2023-11-22 09:37:55.620;2;2613266;USPS;4203312292419931507158583019105253;;;;7
2023-11-22 09:38:05.620;2;2613267;USPS;C23111304994034;;;;7
2023-11-22 09:38:11.620;2;2613268;USPS;NO READ;;;;7
2023-11-22 09:38:15.620;2;2613269;USPS;4203312200029400108205499494321954;;;;7
2023-11-22 09:38:19.620;2;2613270;USPS;420331229212490307971257127572;C23111202907618;;;7
2023-11-22 09:38:25.620;2;2613271;USPS;4203312292748903032246543480704484;;;;7
2023-11-22 09:38:29.620;2;2613272;USPS;420331229212490307971257571221;;;;7
2023-11-22 09:38:35.620;2;2613273;USPS;420331229214490344496522282637;;;;7
2023-11-22 09:38:40.620;2;2613274;USPS;NO READ;;;;7
2023-11-22 09:38:44.620;2;2613275;USPS;NO READ;;;;7
2023-11-22 09:38:48.620;2;2613276;USPS;NO READ;;;;7
2023-11-22 09:38:51.620;2;2613277;USPS;420331229214490344496523466913;;;;7
2023-11-22 09:38:54.620;2;2613278;USPS;420331229214490344496522924575;;;;7
2023-11-22 09:39:00.623;2;2613279;USPS;4203312292748903032246543405602888;;;;7
2023-11-22 09:39:03.623;2;2613280;USPS;NO READ;;;;7
2023-11-22 09:39:08.623;2;2613281;USPS;4203312292748909901122583033781801;;;;7
2023-11-22 09:39:12.623;2;2613282;USPS;4203312292748903032246543405501891;;;;7
2023-11-22 09:39:18.623;2;2613283;USPS;4203312292748903032246543480852710;;;;7
2023-11-22 09:39:22.623;2;2613284;USPS;4203312292748903032246543405549183;;;;7
2023-11-22 09:39:29.623;2;2613285;USPS;4203312292748903032246543405549183;;;;7
2023-11-22 09:39:34.623;2;2613286;USPS;4203312292748903032246543405596637;;;;7
2023-11-22 09:39:40.640;2;2613287;USPS;NO READ;;;;7
2023-11-22 09:39:44.640;2;2613288;USPS;4203312292748903032246543405559335;;;;7
2023-11-22 09:39:48.640;2;2613289;USPS;4203312292748999916797553037052301;;;;7
2023-11-22 09:39:54.640;2;2613290;USPS;4203312292748903032246543480818099;;;;7
2023-11-22 09:39:57.640;2;2613291;USPS;420331229200190280968039717906;PS00001000060;;;7
2023-11-22 09:40:04.640;2;2613292;USPS;420331229212490307971257423186;;;;7
2023-11-22 09:40:09.640;2;2613293;USPS;4203312292748903032246543405548803;;;;7
2023-11-22 09:40:13.640;2;2613294;USPS;N23111500085367;4203312292748903032246543405550844;;;7
2023-11-22 09:40:26.640;2;2613295;USPS;4203312292748902410401000526422990;;;;7
2023-11-22 09:40:31.640;2;2613296;USPS;4203312292748902410411000528455825;;;;7
2023-11-22 09:40:35.640;2;2613297;USPS;420331229214490344496522696458;;;;7
2023-11-22 09:40:41.640;2;2613298;USPS;4203312292748926998501543483003540;;;;7
2023-11-22 09:40:49.640;2;2613299;USPS;4203312292748903029812543475729833;;;;7
2023-11-22 09:40:55.643;2;2613300;USPS;420331229212490344496738294792;C23111302968929;;;7
2023-11-22 09:41:02.643;2;2613301;USPS;420331229214490344496523460188;;;;7
2023-11-22 09:41:05.657;2;2613302;USPS;420331229214490344496522924339;;;;7
2023-11-22 09:41:11.657;2;2613303;USPS;4203312292748903032246543480831012;;;;7
2023-11-22 09:41:16.660;2;2613304;USPS;4203312200029400108205498335140150;;;;7
2023-11-22 09:41:22.660;2;2613305;USPS;420331229400111206223497502688;;;;7
2023-11-22 09:41:27.660;2;2613306;USPS;420331229214490344496523478701;C23111402387055;;;7
2023-11-22 09:41:33.660;2;2613307;USPS;420331229214490344496522742865;;;;7
2023-11-22 09:41:36.660;2;2613308;USPS;420331229212490307971257437312;;;;7
2023-11-22 09:41:43.660;2;2613309;USPS;420331229212490344496738662720;C23111403625713;;;7
2023-11-22 09:41:53.660;2;2613310;USPS;420331229274890339704100962092;;;;7
2023-11-22 09:41:57.660;2;2613311;USPS;4203312292748903032246543405602376;;;;7
2023-11-22 09:42:03.660;2;2613312;USPS;420331229214490344496523023185;;;;7
2023-11-22 09:42:08.660;2;2613313;USPS;420331229214490344496522994851;C23111202725120;;;7
2023-11-22 09:42:13.660;2;2613314;USPS;420331229214490344496522977557;;;;7
2023-11-22 09:42:24.660;2;2613315;USPS;NO READ;;;;7
2023-11-22 09:42:27.707;2;2613316;USPS;NO READ;;;;7
2023-11-22 09:42:33.723;2;2613317;USPS;4203312292785903031613015160040435;;;;7
2023-11-22 09:42:38.723;2;2613318;USPS;4203312292748927005455000480689697;;;;7
2023-11-22 09:42:43.723;2;2613319;USPS;420331229212490344496738598012;;;;7
2023-11-22 09:42:46.723;2;2613320;USPS;420331229214490344496738225404;;;;7
2023-11-22 09:42:52.740;2;2613321;USPS;NO READ;;;;7
2023-11-22 09:42:55.740;2;2613322;USPS;NO READ;;;;7
2023-11-22 09:42:58.740;2;2613323;USPS;NO READ;;;;7
2023-11-22 09:43:01.740;2;2613324;USPS;420331229500111114713322547315;;;;7
2023-11-22 09:43:05.757;2;2613325;USPS;420331229214490344496523150355;;;;7
2023-11-22 09:43:08.757;2;2613326;USPS;4203312200029434608205499487993375;;;;7
2023-11-22 09:43:12.757;2;2613327;USPS;420331229214490344496522699589;;;;7
2023-11-22 09:43:17.773;2;2613328;USPS;420331229200190348376025475502;J264823116046;;;7
2023-11-22 09:43:33.773;2;2613329;USPS;J264823116046;420331229200190348376025475502;;;7
2023-11-22 09:43:36.773;2;2613330;USPS;4203312292748902410411000526788789;;;;7
2023-11-22 09:43:40.773;2;2613331;USPS;4203312292748903032246543405545796;;;;7
2023-11-22 09:43:43.773;2;2613332;USPS;4203312292748999916797553037049134;;;;7
2023-11-22 09:43:49.773;2;2613333;USPS;420331229434611899562607488501;;;;7
